id,name,email,signup_date,amount,category,activ
160001,Name_160001,user160001@example.com,2023-02-05,7415.0,D,True
160002,Name_160002,user160002@example.com,2021-08-11,9316.46,B,False
160003,Name_160003,user160003@example.com,2019-01-03,2667.54,B,True
160004,Name_160004,user160004@example.com,2024-01-22,486.62,C,False
160005,Name_160005,user160005@example.com,2018-03-03,7247.63,C,True
160006,Name_160006,user160006@example.com,2022-12-15,58.93,D,False
160007,Name_160007,user160007@example.com,2023-03-15,5659.31,C,False
160008,Name_160008,user160008@example.com,2023-02-18,6455.44,A,False
160009,Name_160009,user160009@example.com,2025-07-11,2436.66,B,False
160010,Name_160010,user160010@example.com,2022-08-29,7665.46,A,True
160011,Name_160011,user160011@example.com,2020-04-20,9658.38,A,True
160012,Name_160012,user160012@example.com,2020-01-07,3495.31,D,True
160013,Name_160013,user160013@example.com,2025-11-09,1015.72,B,True
160014,Name_160014,user160014@example.com,2018-09-09,7599.96,B,True
160015,Name_160015,user160015@example.com,2023-03-27,1715.5,E,True
160016,Name_160016,user160016@example.com,2024-12-26,2417.28,C,True
160017,Name_160017,user160017@example.com,2023-03-15,6305.82,D,True
160018,Name_160018,user160018@example.com,2025-09-01,4738.47,B,True
160019,Name_160019,user160019@example.com,2019-12-25,9726.09,A,True
160020,Name_160020,user160020@example.com,2018-07-31,3393.73,E,True
160021,Name_160021,user160021@example.com,2025-06-07,5672.35,A,True
160022,Name_160022,user160022@example.com,2023-01-09,4749.47,D,True
160023,Name_160023,user160023@example.com,2021-01-25,8823.25,A,True
160024,Name_160024,user160024@example.com,2019-01-28,2507.08,A,False
160025,Name_160025,user160025@example.com,2019-09-23,4935.97,A,False
160026,Name_160026,user160026@example.com,2024-01-05,4969.15,D,True
160027,Name_160027,user160027@example.com,2023-11-01,2429.75,B,False
160028,Name_160028,user160028@example.com,2023-01-23,2005.34,C,True
160029,Name_160029,user160029@example.com,2025-04-19,8011.35,C,False
160030,Name_160030,user160030@example.com,2025-11-11,9863.99,E,True
160031,Name_160031,user160031@example.com,2019-01-26,7113.28,A,True
160032,Name_160032,user160032@example.com,2023-12-27,542.14,C,False
160033,Name_160033,user160033@example.com,2020-06-10,2460.23,C,True
160034,Name_160034,user160034@example.com,2025-04-06,1242.61,A,False
160035,Name_160035,user160035@example.com,2021-04-27,1594.56,B,True
160036,Name_160036,user160036@example.com,2021-01-02,8239.49,C,True
160037,Name_160037,user160037@example.com,2019-06-17,7424.7,D,True
160038,Name_160038,user160038@example.com,2023-05-14,7073.96,B,True
160039,Name_160039,user160039@example.com,2021-04-12,323.21,A,True
160040,Name_160040,user160040@example.com,2023-08-06,4906.09,B,False
160041,Name_160041,user160041@example.com,2020-11-17,6721.81,E,True
160042,Name_160042,user160042@example.com,2021-07-30,5983.08,A,True
160043,Name_160043,user160043@example.com,2023-10-11,5977.77,A,True
160044,Name_160044,user160044@example.com,2020-07-24,5381.39,E,True
160045,Name_160045,user160045@example.com,2023-06-18,8731.99,D,True
160046,Name_160046,user160046@example.com,2023-07-03,6732.43,D,True
160047,Name_160047,user160047@example.com,2023-09-09,4714.13,A,True
160048,Name_160048,user160048@example.com,2025-06-12,7035.82,A,True
160049,Name_160049,user160049@example.com,2024-03-09,1542.56,E,True
160050,Name_160050,user160050@example.com,2025-05-21,9937.81,B,True
160051,Name_160051,user160051@example.com,2020-12-15,2853.74,A,True
160052,Name_160052,user160052@example.com,2021-08-07,3220.07,E,False
160053,Name_160053,user160053@example.com,2021-01-05,5341.31,A,False
160054,Name_160054,user160054@example.com,2020-08-31,2314.21,B,False
160055,Name_160055,user160055@example.com,2020-11-02,7493.49,D,True
160056,Name_160056,user160056@example.com,2025-07-12,8436.04,E,True
160057,Name_160057,user160057@example.com,2018-04-27,7828.09,A,True
160058,Name_160058,user160058@example.com,2019-10-25,8163.97,D,True
160059,Name_160059,user160059@example.com,2021-01-31,9321.13,B,False
160060,Name_160060,user160060@example.com,2018-07-01,2003.02,E,True
160061,Name_160061,user160061@example.com,2021-06-08,1487.81,B,True
160062,Name_160062,user160062@example.com,2023-06-18,3756.71,D,False
160063,Name_160063,user160063@example.com,2018-07-12,6117.27,C,True
160064,Name_160064,user160064@example.com,2023-01-29,551.12,D,True
160065,Name_160065,user160065@example.com,2020-04-22,980.25,A,True
160066,Name_160066,user160066@example.com,2018-07-26,4651.66,A,False
160067,Name_160067,user160067@example.com,2022-06-17,3154.02,B,False
160068,Name_160068,user160068@example.com,2018-04-19,2303.82,E,False
160069,Name_160069,user160069@example.com,2022-12-21,6174.2,E,True
160070,Name_160070,user160070@example.com,2022-07-06,8625.96,B,False
160071,Name_160071,user160071@example.com,2024-01-31,1368.24,A,False
160072,Name_160072,user160072@example.com,2024-09-18,5494.94,D,True
160073,Name_160073,user160073@example.com,2019-10-02,1754.4,E,False
160074,Name_160074,user160074@example.com,2021-05-09,4417.45,E,True
160075,Name_160075,user160075@example.com,2019-11-07,4647.79,D,True
160076,Name_160076,user160076@example.com,2020-07-26,6974.66,B,True
160077,Name_160077,user160077@example.com,2025-04-20,6622.89,B,False
160078,Name_160078,user160078@example.com,2021-03-15,2618.59,C,True
160079,Name_160079,user160079@example.com,2018-05-26,4812.98,E,True
160080,Name_160080,user160080@example.com,2021-03-26,2940.79,A,True
160081,Name_160081,user160081@example.com,2022-11-22,434.3,B,True
160082,Name_160082,user160082@example.com,2023-08-14,1996.34,A,False
160083,Name_160083,user160083@example.com,2024-01-29,1460.96,E,True
160084,Name_160084,user160084@example.com,2025-03-09,7152.2,C,False
160085,Name_160085,user160085@example.com,2023-05-02,4261.29,B,True
160086,Name_160086,user160086@example.com,2018-10-12,2030.4,B,False
160087,Name_160087,user160087@example.com,2021-09-06,2686.52,E,False
160088,Name_160088,user160088@example.com,2022-12-05,3504.43,B,True
160089,Name_160089,user160089@example.com,2018-04-15,3470.81,C,True
160090,Name_160090,user160090@example.com,2018-12-28,2020.63,A,True
160091,Name_160091,user160091@example.com,2024-08-28,9948.22,B,False
160092,Name_160092,user160092@example.com,2021-07-28,586.2,E,False
160093,Name_160093,user160093@example.com,2021-04-17,6555.53,B,False
160094,Name_160094,user160094@example.com,2022-12-15,4248.07,B,True
160095,Name_160095,user160095@example.com,2019-02-22,1207.5,A,True
160096,Name_160096,user160096@example.com,2019-07-01,7281.24,A,True
160097,Name_160097,user160097@example.com,2024-05-08,8512.93,A,False
160098,Name_160098,user160098@example.com,2021-03-02,4804.37,C,True
160099,Name_160099,user160099@example.com,2023-07-29,9972.85,D,True
160100,Name_160100,user160100@example.com,2024-01-26,4301.81,B,True
160101,Name_160101,user160101@example.com,2021-11-16,4739.34,D,True
160102,Name_160102,user160102@example.com,2022-01-01,9504.14,D,True
160103,Name_160103,user160103@example.com,2024-10-26,5436.79,A,True
160104,Name_160104,user160104@example.com,2020-04-20,4383.88,B,True
160105,Name_160105,user160105@example.com,2019-04-17,3391.62,B,True
160106,Name_160106,user160106@example.com,2025-06-29,6953.05,C,True
160107,Name_160107,user160107@example.com,2025-09-20,6508.35,A,True
160108,Name_160108,user160108@example.com,2021-03-11,2398.72,E,False
160109,Name_160109,user160109@example.com,2019-09-16,1062.5,B,True
160110,Name_160110,user160110@example.com,2018-05-01,5050.58,E,True
160111,Name_160111,user160111@example.com,2024-08-30,8141.76,E,True
160112,Name_160112,user160112@example.com,2019-06-17,3339.49,D,False
160113,Name_160113,user160113@example.com,2023-07-08,5575.85,A,True
160114,Name_160114,user160114@example.com,2021-01-08,2238.51,D,False
160115,Name_160115,user160115@example.com,2024-10-27,1385.0,D,True
160116,Name_160116,user160116@example.com,2022-03-21,8675.58,A,False
160117,Name_160117,user160117@example.com,2021-08-24,3534.73,C,True
160118,Name_160118,user160118@example.com,2025-05-14,2296.79,A,True
160119,Name_160119,user160119@example.com,2025-02-04,7119.32,B,False
160120,Name_160120,user160120@example.com,2018-06-28,1800.08,D,True
160121,Name_160121,user160121@example.com,2021-08-14,73.93,E,True
160122,Name_160122,user160122@example.com,2024-11-15,6950.47,C,False
160123,Name_160123,user160123@example.com,2023-10-03,708.72,D,False
160124,Name_160124,user160124@example.com,2019-09-13,9603.81,A,True
160125,Name_160125,user160125@example.com,2024-05-29,2503.02,C,False
160126,Name_160126,user160126@example.com,2024-01-06,2083.73,D,False
160127,Name_160127,user160127@example.com,2021-04-03,7958.33,E,True
160128,Name_160128,user160128@example.com,2025-03-03,6380.55,E,False
160129,Name_160129,user160129@example.com,2023-01-18,8380.04,D,True
160130,Name_160130,user160130@example.com,2019-09-01,4196.14,B,True
160131,Name_160131,user160131@example.com,2018-03-23,1990.26,A,False
160132,Name_160132,user160132@example.com,2024-05-14,6173.2,B,True
160133,Name_160133,user160133@example.com,2025-06-27,5776.71,D,True
160134,Name_160134,user160134@example.com,2021-12-07,8675.35,C,True
160135,Name_160135,user160135@example.com,2025-05-13,7239.04,B,False
160136,Name_160136,user160136@example.com,2018-11-23,7091.45,A,False
160137,Name_160137,user160137@example.com,2018-02-26,7150.47,C,True
160138,Name_160138,user160138@example.com,2025-07-29,3136.88,E,True
160139,Name_160139,user160139@example.com,2021-06-21,8484.35,E,True
160140,Name_160140,user160140@example.com,2025-08-14,3877.93,B,True
160141,Name_160141,user160141@example.com,2024-04-07,1066.37,C,True
160142,Name_160142,user160142@example.com,2018-06-16,9516.17,A,True
160143,Name_160143,user160143@example.com,2019-09-10,1230.76,D,True
160144,Name_160144,user160144@example.com,2022-09-30,6510.75,E,True
160145,Name_160145,user160145@example.com,2025-10-14,434.51,A,True
160146,Name_160146,user160146@example.com,2022-12-01,2567.5,A,True
160147,Name_160147,user160147@example.com,2025-07-15,5401.87,D,True
160148,Name_160148,user160148@example.com,2020-04-28,9690.44,D,True
160149,Name_160149,user160149@example.com,2019-03-26,6612.53,D,True
160150,Name_160150,user160150@example.com,2025-08-01,2918.58,C,True
160151,Name_160151,user160151@example.com,2023-03-11,2642.54,E,True
160152,Name_160152,user160152@example.com,2020-01-10,7251.06,C,True
160153,Name_160153,user160153@example.com,2023-05-08,6023.18,D,True
160154,Name_160154,user160154@example.com,2019-09-10,9660.94,A,True
160155,Name_160155,user160155@example.com,2021-01-17,426.67,E,True
160156,Name_160156,user160156@example.com,2023-01-24,6182.07,E,False
160157,Name_160157,user160157@example.com,2019-07-05,1372.64,C,True
160158,Name_160158,user160158@example.com,2021-11-28,3143.39,A,False
160159,Name_160159,user160159@example.com,2020-05-31,5643.64,D,True
160160,Name_160160,user160160@example.com,2021-02-02,1685.62,C,True
160161,Name_160161,user160161@example.com,2019-03-18,8824.8,C,False
160162,Name_160162,user160162@example.com,2019-02-10,9346.19,C,True
160163,Name_160163,user160163@example.com,2018-10-03,1241.84,A,True
160164,Name_160164,user160164@example.com,2022-05-06,7822.72,A,True
160165,Name_160165,user160165@example.com,2021-08-29,9980.88,C,True
160166,Name_160166,user160166@example.com,2019-02-08,9203.84,D,False
160167,Name_160167,user160167@example.com,2024-06-01,264.81,B,True
160168,Name_160168,user160168@example.com,2025-01-21,8299.42,A,False
160169,Name_160169,user160169@example.com,2022-06-18,1515.04,E,True
160170,Name_160170,user160170@example.com,2021-04-17,2905.3,D,True
160171,Name_160171,user160171@example.com,2023-08-02,3159.13,C,True
160172,Name_160172,user160172@example.com,2024-07-29,3007.71,D,True
160173,Name_160173,user160173@example.com,2022-02-15,2789.95,D,True
160174,Name_160174,user160174@example.com,2021-04-16,6796.31,C,False
160175,Name_160175,user160175@example.com,2022-02-16,783.35,A,True
160176,Name_160176,user160176@example.com,2020-06-19,8675.24,A,False
160177,Name_160177,user160177@example.com,2019-01-28,7763.19,E,True
160178,Name_160178,user160178@example.com,2024-05-20,2192.54,D,True
160179,Name_160179,user160179@example.com,2019-05-10,3333.67,B,True
160180,Name_160180,user160180@example.com,2024-09-25,3236.58,A,True
160181,Name_160181,user160181@example.com,2025-01-27,8889.34,A,True
160182,Name_160182,user160182@example.com,2024-06-13,6613.33,C,True
160183,Name_160183,user160183@example.com,2019-02-16,4794.98,C,False
160184,Name_160184,user160184@example.com,2024-03-20,3210.72,C,False
160185,Name_160185,user160185@example.com,2023-12-25,8893.64,A,True
160186,Name_160186,user160186@example.com,2020-10-16,4871.03,A,True
160187,Name_160187,user160187@example.com,2022-08-25,5149.35,B,True
160188,Name_160188,user160188@example.com,2024-03-11,96.44,C,True
160189,Name_160189,user160189@example.com,2019-05-12,8207.04,C,True
160190,Name_160190,user160190@example.com,2022-01-31,1834.05,C,True
160191,Name_160191,user160191@example.com,2023-09-24,9396.74,D,False
160192,Name_160192,user160192@example.com,2025-08-29,4341.91,B,False
160193,Name_160193,user160193@example.com,2022-02-26,6393.52,D,True
160194,Name_160194,user160194@example.com,2020-12-04,364.65,B,True
160195,Name_160195,user160195@example.com,2025-11-17,5681.67,C,False
160196,Name_160196,user160196@example.com,2021-01-28,4787.45,C,False
160197,Name_160197,user160197@example.com,2018-04-28,7038.47,A,False
160198,Name_160198,user160198@example.com,2021-05-01,3488.67,B,True
160199,Name_160199,user160199@example.com,2023-09-12,7820.44,B,True
160200,Name_160200,user160200@example.com,2025-03-13,325.24,E,False
160201,Name_160201,user160201@example.com,2021-06-01,2969.44,D,False
160202,Name_160202,user160202@example.com,2021-01-14,4401.22,B,True
