id,name,email,signup_date,amount,category,activ
420001,Name_420001,user420001@example.com,2021-02-04,7397.85,D,True
420002,Name_420002,user420002@example.com,2024-10-02,9536.47,C,True
420003,Name_420003,user420003@example.com,2019-10-27,7025.35,C,True
420004,Name_420004,user420004@example.com,2019-10-17,4666.0,C,True
420005,Name_420005,user420005@example.com,2024-04-14,8170.57,A,True
420006,Name_420006,user420006@example.com,2023-11-02,672.97,B,True
420007,Name_420007,user420007@example.com,2022-05-12,2502.59,C,True
420008,Name_420008,user420008@example.com,2023-01-30,2519.21,C,True
420009,Name_420009,user420009@example.com,2019-06-23,2484.89,C,True
420010,Name_420010,user420010@example.com,2022-12-06,1636.44,A,True
420011,Name_420011,user420011@example.com,2020-01-26,4277.85,E,True
420012,Name_420012,user420012@example.com,2019-02-01,9366.89,E,True
420013,Name_420013,user420013@example.com,2019-12-07,36.59,A,True
420014,Name_420014,user420014@example.com,2018-11-30,2137.6,E,True
420015,Name_420015,user420015@example.com,2021-08-22,9416.17,A,True
420016,Name_420016,user420016@example.com,2018-09-09,9911.02,A,False
420017,Name_420017,user420017@example.com,2024-03-21,2292.07,D,False
420018,Name_420018,user420018@example.com,2022-11-17,7051.52,A,True
420019,Name_420019,user420019@example.com,2022-08-17,8629.34,D,True
420020,Name_420020,user420020@example.com,2018-07-28,4010.85,D,True
420021,Name_420021,user420021@example.com,2025-05-20,59.64,A,True
420022,Name_420022,user420022@example.com,2018-02-11,4789.31,B,True
420023,Name_420023,user420023@example.com,2020-05-02,6305.84,D,False
420024,Name_420024,user420024@example.com,2020-06-10,575.64,A,False
420025,Name_420025,user420025@example.com,2022-09-22,3293.49,A,True
420026,Name_420026,user420026@example.com,2023-05-21,6621.53,B,False
420027,Name_420027,user420027@example.com,2024-09-02,3695.62,A,False
420028,Name_420028,user420028@example.com,2022-02-10,61.7,E,True
420029,Name_420029,user420029@example.com,2020-02-02,7450.92,C,True
420030,Name_420030,user420030@example.com,2022-05-17,9780.47,D,False
420031,Name_420031,user420031@example.com,2021-10-09,487.39,C,True
420032,Name_420032,user420032@example.com,2023-05-31,3195.55,B,False
420033,Name_420033,user420033@example.com,2018-09-27,6241.16,B,True
420034,Name_420034,user420034@example.com,2024-05-23,2895.86,B,True
420035,Name_420035,user420035@example.com,2021-12-17,4616.95,B,True
420036,Name_420036,user420036@example.com,2025-03-30,7662.53,D,True
420037,Name_420037,user420037@example.com,2019-01-17,8342.8,A,True
420038,Name_420038,user420038@example.com,2023-08-06,9666.47,B,True
420039,Name_420039,user420039@example.com,2020-01-13,2064.18,B,True
420040,Name_420040,user420040@example.com,2019-10-31,1922.64,B,True
420041,Name_420041,user420041@example.com,2023-07-28,282.16,D,True
420042,Name_420042,user420042@example.com,2025-10-27,5974.87,A,False
420043,Name_420043,user420043@example.com,2025-10-24,5136.81,A,True
420044,Name_420044,user420044@example.com,2025-11-01,6212.15,E,True
420045,Name_420045,user420045@example.com,2024-01-26,7455.29,A,False
420046,Name_420046,user420046@example.com,2021-06-10,9146.32,E,True
420047,Name_420047,user420047@example.com,2025-05-02,9644.81,E,False
420048,Name_420048,user420048@example.com,2025-11-06,4862.37,E,False
420049,Name_420049,user420049@example.com,2021-03-31,9398.45,D,False
420050,Name_420050,user420050@example.com,2024-07-07,1151.18,B,False
420051,Name_420051,user420051@example.com,2025-05-29,4160.56,A,True
420052,Name_420052,user420052@example.com,2019-11-15,2738.02,C,False
420053,Name_420053,user420053@example.com,2024-09-08,1135.58,D,True
420054,Name_420054,user420054@example.com,2018-08-08,3838.97,B,True
420055,Name_420055,user420055@example.com,2020-08-01,7785.08,A,True
420056,Name_420056,user420056@example.com,2020-06-06,3924.16,E,False
420057,Name_420057,user420057@example.com,2024-08-07,775.75,E,False
420058,Name_420058,user420058@example.com,2022-02-04,8596.11,A,True
420059,Name_420059,user420059@example.com,2023-11-18,427.12,C,False
420060,Name_420060,user420060@example.com,2023-04-10,9335.62,E,True
420061,Name_420061,user420061@example.com,2020-01-10,1886.52,A,True
420062,Name_420062,user420062@example.com,2021-03-01,7942.4,D,True
420063,Name_420063,user420063@example.com,2021-02-08,6963.93,A,False
420064,Name_420064,user420064@example.com,2025-02-28,5297.54,E,False
420065,Name_420065,user420065@example.com,2024-03-31,529.8,D,False
420066,Name_420066,user420066@example.com,2018-03-21,2222.54,C,True
420067,Name_420067,user420067@example.com,2023-06-08,8757.82,B,True
420068,Name_420068,user420068@example.com,2024-11-27,2435.43,C,True
420069,Name_420069,user420069@example.com,2025-09-23,448.39,C,True
420070,Name_420070,user420070@example.com,2019-09-27,3345.6,E,False
420071,Name_420071,user420071@example.com,2018-08-17,734.14,E,False
420072,Name_420072,user420072@example.com,2019-03-31,3719.46,E,False
420073,Name_420073,user420073@example.com,2022-08-10,7259.19,C,False
420074,Name_420074,user420074@example.com,2019-12-30,9883.44,E,True
420075,Name_420075,user420075@example.com,2023-06-21,9902.75,D,True
420076,Name_420076,user420076@example.com,2025-01-01,3379.82,E,False
420077,Name_420077,user420077@example.com,2018-07-23,1410.66,C,True
420078,Name_420078,user420078@example.com,2019-08-13,1580.59,B,False
420079,Name_420079,user420079@example.com,2022-04-15,3252.21,A,True
420080,Name_420080,user420080@example.com,2022-09-09,7991.01,B,True
420081,Name_420081,user420081@example.com,2024-04-24,3713.97,E,True
420082,Name_420082,user420082@example.com,2020-05-11,2110.33,E,True
420083,Name_420083,user420083@example.com,2020-12-14,6081.38,A,True
420084,Name_420084,user420084@example.com,2018-10-28,6125.99,E,True
420085,Name_420085,user420085@example.com,2021-08-14,631.27,A,True
420086,Name_420086,user420086@example.com,2024-12-23,4142.67,C,False
420087,Name_420087,user420087@example.com,2024-12-18,1572.19,A,False
420088,Name_420088,user420088@example.com,2025-02-15,5338.56,E,True
420089,Name_420089,user420089@example.com,2020-06-05,6655.71,D,False
420090,Name_420090,user420090@example.com,2025-07-25,3289.07,A,True
420091,Name_420091,user420091@example.com,2018-01-24,8475.05,C,True
420092,Name_420092,user420092@example.com,2025-10-31,5510.26,E,True
420093,Name_420093,user420093@example.com,2023-08-25,8950.96,A,False
420094,Name_420094,user420094@example.com,2021-04-04,2662.65,C,True
420095,Name_420095,user420095@example.com,2019-11-07,8045.27,B,True
420096,Name_420096,user420096@example.com,2024-02-17,6629.25,D,True
420097,Name_420097,user420097@example.com,2020-12-11,528.66,A,True
420098,Name_420098,user420098@example.com,2024-09-02,4854.81,E,True
420099,Name_420099,user420099@example.com,2022-07-21,9493.57,B,True
420100,Name_420100,user420100@example.com,2019-06-09,9270.32,E,True
420101,Name_420101,user420101@example.com,2024-10-16,7527.64,D,True
420102,Name_420102,user420102@example.com,2025-05-03,6840.56,E,True
420103,Name_420103,user420103@example.com,2025-10-22,1840.59,D,True
420104,Name_420104,user420104@example.com,2024-10-25,9659.77,D,False
420105,Name_420105,user420105@example.com,2022-02-14,1358.94,C,False
420106,Name_420106,user420106@example.com,2018-06-05,5846.22,C,True
420107,Name_420107,user420107@example.com,2024-05-28,6397.05,B,False
420108,Name_420108,user420108@example.com,2024-03-27,8705.29,D,True
420109,Name_420109,user420109@example.com,2025-06-21,683.64,B,False
420110,Name_420110,user420110@example.com,2021-01-12,7935.68,D,True
420111,Name_420111,user420111@example.com,2022-05-21,6728.34,D,True
420112,Name_420112,user420112@example.com,2019-09-17,9150.51,E,False
420113,Name_420113,user420113@example.com,2018-11-08,3272.0,C,False
420114,Name_420114,user420114@example.com,2018-01-28,7776.44,B,False
420115,Name_420115,user420115@example.com,2019-05-27,8509.49,E,True
420116,Name_420116,user420116@example.com,2024-08-14,696.37,C,True
420117,Name_420117,user420117@example.com,2022-09-27,2708.66,C,True
420118,Name_420118,user420118@example.com,2025-03-04,9057.79,D,False
420119,Name_420119,user420119@example.com,2023-07-28,7861.99,B,True
420120,Name_420120,user420120@example.com,2022-11-23,5895.36,C,True
420121,Name_420121,user420121@example.com,2022-06-01,3290.13,D,True
420122,Name_420122,user420122@example.com,2020-02-07,4246.11,E,False
420123,Name_420123,user420123@example.com,2018-08-15,7534.52,D,True
420124,Name_420124,user420124@example.com,2023-06-29,2324.32,C,True
420125,Name_420125,user420125@example.com,2020-10-21,8152.15,B,True
420126,Name_420126,user420126@example.com,2021-05-07,8510.46,B,True
420127,Name_420127,user420127@example.com,2019-11-10,3142.44,C,True
420128,Name_420128,user420128@example.com,2021-11-17,2162.01,C,True
420129,Name_420129,user420129@example.com,2018-10-02,47.04,C,True
420130,Name_420130,user420130@example.com,2025-11-14,6806.11,C,True
420131,Name_420131,user420131@example.com,2022-11-29,4686.11,C,True
420132,Name_420132,user420132@example.com,2018-11-21,7261.81,D,True
420133,Name_420133,user420133@example.com,2019-02-19,1092.98,B,False
420134,Name_420134,user420134@example.com,2021-03-08,4466.26,E,True
420135,Name_420135,user420135@example.com,2025-07-16,6475.96,D,True
420136,Name_420136,user420136@example.com,2020-02-04,3071.73,A,False
