id,name,email,signup_date,amount,category,activ
100001,Name_100001,user100001@example.com,2025-08-27,8113.66,B,False
100002,Name_100002,user100002@example.com,2022-01-04,8588.28,D,True
100003,Name_100003,user100003@example.com,2025-02-07,4270.88,C,False
100004,Name_100004,user100004@example.com,2018-02-10,6973.69,A,True
100005,Name_100005,user100005@example.com,2025-02-02,4893.67,C,False
100006,Name_100006,user100006@example.com,2024-11-27,1299.15,E,False
100007,Name_100007,user100007@example.com,2019-05-30,4185.03,B,True
100008,Name_100008,user100008@example.com,2020-04-08,3225.49,D,True
100009,Name_100009,user100009@example.com,2021-12-29,1227.22,E,True
100010,Name_100010,user100010@example.com,2025-06-21,3716.26,B,False
100011,Name_100011,user100011@example.com,2024-08-27,6403.65,E,False
100012,Name_100012,user100012@example.com,2022-03-15,5528.53,B,True
100013,Name_100013,user100013@example.com,2018-10-17,7149.98,B,True
100014,Name_100014,user100014@example.com,2018-06-07,3523.2,E,True
100015,Name_100015,user100015@example.com,2025-07-16,5323.42,E,True
100016,Name_100016,user100016@example.com,2023-10-10,8388.19,B,True
100017,Name_100017,user100017@example.com,2025-07-01,2491.07,B,True
100018,Name_100018,user100018@example.com,2021-02-17,8500.46,C,False
100019,Name_100019,user100019@example.com,2020-12-29,8353.71,A,True
100020,Name_100020,user100020@example.com,2025-01-06,2598.51,B,True
100021,Name_100021,user100021@example.com,2021-07-04,3421.65,B,True
100022,Name_100022,user100022@example.com,2025-07-27,5035.03,C,True
100023,Name_100023,user100023@example.com,2024-06-16,5457.85,D,True
100024,Name_100024,user100024@example.com,2024-10-28,7642.82,D,True
100025,Name_100025,user100025@example.com,2021-08-03,7271.1,C,True
100026,Name_100026,user100026@example.com,2023-10-13,8221.68,D,True
100027,Name_100027,user100027@example.com,2019-10-14,3785.67,D,True
100028,Name_100028,user100028@example.com,2024-12-04,5543.14,A,True
100029,Name_100029,user100029@example.com,2021-08-07,5248.13,B,True
100030,Name_100030,user100030@example.com,2018-06-04,362.97,A,True
100031,Name_100031,user100031@example.com,2022-03-10,3267.33,E,False
100032,Name_100032,user100032@example.com,2024-08-28,943.02,C,False
100033,Name_100033,user100033@example.com,2022-10-13,5791.48,C,True
100034,Name_100034,user100034@example.com,2021-09-17,2258.07,B,False
100035,Name_100035,user100035@example.com,2019-10-19,1381.79,E,True
100036,Name_100036,user100036@example.com,2019-09-25,6905.04,A,True
100037,Name_100037,user100037@example.com,2024-09-30,2653.49,E,True
100038,Name_100038,user100038@example.com,2024-05-17,9224.71,B,True
100039,Name_100039,user100039@example.com,2022-02-25,7168.64,A,True
100040,Name_100040,user100040@example.com,2023-11-01,6563.69,B,False
100041,Name_100041,user100041@example.com,2019-05-11,72.29,A,True
100042,Name_100042,user100042@example.com,2022-05-31,6402.54,E,True
100043,Name_100043,user100043@example.com,2019-10-13,4472.53,E,True
100044,Name_100044,user100044@example.com,2023-02-08,6834.8,E,True
100045,Name_100045,user100045@example.com,2024-01-24,1363.31,A,True
100046,Name_100046,user100046@example.com,2019-03-01,5219.66,A,False
100047,Name_100047,user100047@example.com,2025-09-28,9970.6,B,True
100048,Name_100048,user100048@example.com,2019-06-15,8178.56,D,False
100049,Name_100049,user100049@example.com,2021-06-04,9032.02,B,False
100050,Name_100050,user100050@example.com,2023-01-27,1998.97,C,False
100051,Name_100051,user100051@example.com,2021-04-08,7568.81,E,True
100052,Name_100052,user100052@example.com,2023-12-03,7921.09,E,True
100053,Name_100053,user100053@example.com,2022-04-30,3171.13,C,False
100054,Name_100054,user100054@example.com,2019-10-07,7443.42,B,False
100055,Name_100055,user100055@example.com,2023-08-07,3165.35,D,True
100056,Name_100056,user100056@example.com,2021-01-22,1836.69,C,True
100057,Name_100057,user100057@example.com,2020-12-13,4846.62,B,True
100058,Name_100058,user100058@example.com,2021-01-04,898.61,B,False
