id,name,email,signup_date,amount,category,activ
460001,Name_460001,user460001@example.com,2020-12-26,5584.18,C,False
460002,Name_460002,user460002@example.com,2022-03-30,9351.35,C,True
460003,Name_460003,user460003@example.com,2019-06-17,2389.52,E,True
460004,Name_460004,user460004@example.com,2018-03-11,7211.29,C,True
460005,Name_460005,user460005@example.com,2018-01-22,4067.37,E,False
460006,Name_460006,user460006@example.com,2021-08-19,7564.71,D,True
460007,Name_460007,user460007@example.com,2022-02-16,3627.18,D,True
460008,Name_460008,user460008@example.com,2019-02-06,9822.69,D,True
460009,Name_460009,user460009@example.com,2025-10-24,5646.07,E,False
460010,Name_460010,user460010@example.com,2022-05-17,7937.65,D,False
460011,Name_460011,user460011@example.com,2018-10-30,5811.7,E,True
460012,Name_460012,user460012@example.com,2020-02-17,4620.21,C,False
460013,Name_460013,user460013@example.com,2018-12-25,7754.74,B,True
460014,Name_460014,user460014@example.com,2019-10-16,5448.03,D,True
460015,Name_460015,user460015@example.com,2023-02-12,6728.97,E,False
460016,Name_460016,user460016@example.com,2019-04-23,956.29,E,True
460017,Name_460017,user460017@example.com,2023-08-21,8026.56,C,False
460018,Name_460018,user460018@example.com,2022-04-13,8275.65,A,True
460019,Name_460019,user460019@example.com,2019-03-06,7090.9,B,False
460020,Name_460020,user460020@example.com,2019-03-01,3320.41,C,True
460021,Name_460021,user460021@example.com,2019-11-24,7381.42,B,False
460022,Name_460022,user460022@example.com,2018-11-28,688.47,C,True
460023,Name_460023,user460023@example.com,2023-12-10,5151.85,B,True
460024,Name_460024,user460024@example.com,2019-12-20,7911.29,D,True
460025,Name_460025,user460025@example.com,2022-08-18,9257.78,E,True
460026,Name_460026,user460026@example.com,2019-01-22,5309.8,B,True
460027,Name_460027,user460027@example.com,2023-12-02,5686.67,E,True
460028,Name_460028,user460028@example.com,2018-10-23,2305.18,A,True
460029,Name_460029,user460029@example.com,2019-04-28,8924.83,A,True
460030,Name_460030,user460030@example.com,2018-03-19,7229.65,B,True
460031,Name_460031,user460031@example.com,2025-02-11,829.53,C,True
460032,Name_460032,user460032@example.com,2022-06-04,3075.64,C,False
460033,Name_460033,user460033@example.com,2019-01-26,6157.19,D,True
460034,Name_460034,user460034@example.com,2025-09-11,1477.94,B,True
460035,Name_460035,user460035@example.com,2020-05-17,4110.05,E,True
460036,Name_460036,user460036@example.com,2025-04-03,89.12,C,False
460037,Name_460037,user460037@example.com,2025-11-07,3787.2,E,False
460038,Name_460038,user460038@example.com,2022-04-11,1383.72,A,False
460039,Name_460039,user460039@example.com,2020-02-07,9075.74,C,True
460040,Name_460040,user460040@example.com,2018-02-27,2741.49,D,True
460041,Name_460041,user460041@example.com,2023-09-05,731.25,D,False
460042,Name_460042,user460042@example.com,2020-07-24,2578.45,C,True
460043,Name_460043,user460043@example.com,2024-05-17,2199.19,A,True
460044,Name_460044,user460044@example.com,2024-10-26,8967.84,C,True
460045,Name_460045,user460045@example.com,2018-02-25,5622.57,A,False
460046,Name_460046,user460046@example.com,2024-08-31,870.48,D,True
460047,Name_460047,user460047@example.com,2022-05-13,2772.61,B,True
460048,Name_460048,user460048@example.com,2020-06-14,2227.93,D,True
460049,Name_460049,user460049@example.com,2020-12-22,5072.69,C,True
460050,Name_460050,user460050@example.com,2019-11-25,7588.91,E,True
460051,Name_460051,user460051@example.com,2021-03-04,7247.73,C,True
460052,Name_460052,user460052@example.com,2018-02-13,3846.3,D,True
460053,Name_460053,user460053@example.com,2020-10-06,6626.07,E,True
460054,Name_460054,user460054@example.com,2024-12-28,8507.97,A,False
460055,Name_460055,user460055@example.com,2023-10-06,9482.87,B,False
460056,Name_460056,user460056@example.com,2022-01-15,5348.81,D,False
460057,Name_460057,user460057@example.com,2020-09-14,9531.32,A,True
460058,Name_460058,user460058@example.com,2020-01-17,2860.88,B,True
460059,Name_460059,user460059@example.com,2019-11-20,3974.86,A,True
460060,Name_460060,user460060@example.com,2021-12-21,71.16,A,True
460061,Name_460061,user460061@example.com,2018-01-14,2726.31,A,True
460062,Name_460062,user460062@example.com,2024-04-07,9214.66,C,True
460063,Name_460063,user460063@example.com,2023-02-15,4032.78,D,True
460064,Name_460064,user460064@example.com,2020-05-10,5869.17,C,False
460065,Name_460065,user460065@example.com,2025-01-18,4892.89,B,True
460066,Name_460066,user460066@example.com,2024-03-29,8915.41,B,True
460067,Name_460067,user460067@example.com,2019-08-31,5872.04,D,True
460068,Name_460068,user460068@example.com,2023-10-01,4099.01,E,True
460069,Name_460069,user460069@example.com,2020-01-31,8598.49,C,True
460070,Name_460070,user460070@example.com,2024-01-26,7785.21,E,False
460071,Name_460071,user460071@example.com,2022-04-16,5518.42,A,True
460072,Name_460072,user460072@example.com,2022-09-15,8118.57,E,False
460073,Name_460073,user460073@example.com,2018-03-14,1043.18,E,False
460074,Name_460074,user460074@example.com,2018-06-20,7293.83,B,False
460075,Name_460075,user460075@example.com,2020-02-02,8239.86,D,True
460076,Name_460076,user460076@example.com,2023-03-01,5508.63,E,True
460077,Name_460077,user460077@example.com,2019-11-16,5492.06,B,True
460078,Name_460078,user460078@example.com,2021-01-13,712.24,A,True
460079,Name_460079,user460079@example.com,2021-07-12,7913.43,A,True
460080,Name_460080,user460080@example.com,2022-06-11,524.21,E,False
460081,Name_460081,user460081@example.com,2020-02-06,9849.84,A,False
460082,Name_460082,user460082@example.com,2022-09-09,2106.12,A,False
460083,Name_460083,user460083@example.com,2020-10-25,812.13,B,True
460084,Name_460084,user460084@example.com,2022-04-06,6801.0,C,True
460085,Name_460085,user460085@example.com,2020-07-23,5395.12,A,True
460086,Name_460086,user460086@example.com,2018-10-11,1138.45,C,True
460087,Name_460087,user460087@example.com,2022-09-16,5441.36,A,True
460088,Name_460088,user460088@example.com,2025-09-27,5567.87,A,True
460089,Name_460089,user460089@example.com,2020-01-02,7094.37,B,False
460090,Name_460090,user460090@example.com,2023-08-29,1619.79,B,True
460091,Name_460091,user460091@example.com,2020-03-15,5900.8,E,True
460092,Name_460092,user460092@example.com,2020-07-31,5929.45,B,True
460093,Name_460093,user460093@example.com,2019-10-08,6360.48,D,False
460094,Name_460094,user460094@example.com,2022-06-28,6038.9,B,True
460095,Name_460095,user460095@example.com,2020-09-20,8205.12,C,True
460096,Name_460096,user460096@example.com,2025-08-18,2485.23,D,True
460097,Name_460097,user460097@example.com,2020-10-07,3928.29,D,True
460098,Name_460098,user460098@example.com,2021-06-09,3091.61,E,True
460099,Name_460099,user460099@example.com,2025-08-27,2178.64,A,False
460100,Name_460100,user460100@example.com,2020-10-21,3603.61,C,True
460101,Name_460101,user460101@example.com,2025-01-13,7141.44,D,True
460102,Name_460102,user460102@example.com,2025-05-24,1569.66,C,True
460103,Name_460103,user460103@example.com,2019-10-06,9050.92,B,True
460104,Name_460104,user460104@example.com,2023-04-28,2944.55,C,True
460105,Name_460105,user460105@example.com,2025-06-29,930.35,A,True
460106,Name_460106,user460106@example.com,2020-09-15,7941.64,B,False
460107,Name_460107,user460107@example.com,2025-06-10,2218.88,B,True
460108,Name_460108,user460108@example.com,2019-03-13,6224.97,B,True
460109,Name_460109,user460109@example.com,2023-11-04,6719.45,E,True
460110,Name_460110,user460110@example.com,2018-08-03,2845.17,A,True
460111,Name_460111,user460111@example.com,2018-03-10,5185.4,E,True
460112,Name_460112,user460112@example.com,2024-11-21,9866.55,B,True
460113,Name_460113,user460113@example.com,2021-03-08,7955.09,B,True
460114,Name_460114,user460114@example.com,2024-01-28,2378.64,C,True
460115,Name_460115,user460115@example.com,2025-08-31,8368.45,E,True
460116,Name_460116,user460116@example.com,2022-05-07,1039.02,B,True
460117,Name_460117,user460117@example.com,2018-12-26,4873.68,A,True
460118,Name_460118,user460118@example.com,2023-02-01,2489.63,B,True
460119,Name_460119,user460119@example.com,2022-05-26,4437.58,D,False
460120,Name_460120,user460120@example.com,2020-11-16,8305.46,A,True
460121,Name_460121,user460121@example.com,2024-03-18,7475.24,B,True
460122,Name_460122,user460122@example.com,2018-09-21,5715.49,C,True
460123,Name_460123,user460123@example.com,2020-09-25,9266.93,A,True
460124,Name_460124,user460124@example.com,2022-10-27,1851.6,D,True
460125,Name_460125,user460125@example.com,2018-03-12,3205.19,C,True
460126,Name_460126,user460126@example.com,2022-08-30,5038.49,E,True
460127,Name_460127,user460127@example.com,2023-03-12,6335.25,C,False
460128,Name_460128,user460128@example.com,2022-07-02,5367.51,D,True
460129,Name_460129,user460129@example.com,2021-01-02,1588.28,C,True
460130,Name_460130,user460130@example.com,2022-10-08,8297.17,D,True
460131,Name_460131,user460131@example.com,2020-06-26,5935.31,C,False
460132,Name_460132,user460132@example.com,2021-09-08,8905.07,D,True
460133,Name_460133,user460133@example.com,2023-11-15,1050.85,D,True
460134,Name_460134,user460134@example.com,2024-01-14,3992.66,C,True
460135,Name_460135,user460135@example.com,2023-01-19,4948.63,A,True
460136,Name_460136,user460136@example.com,2023-02-19,1121.2,D,False
460137,Name_460137,user460137@example.com,2024-05-02,8332.46,C,False
460138,Name_460138,user460138@example.com,2021-10-02,6995.68,B,True
460139,Name_460139,user460139@example.com,2024-10-10,7435.59,A,True
460140,Name_460140,user460140@example.com,2019-04-03,4262.98,E,True
460141,Name_460141,user460141@example.com,2021-04-06,9837.33,B,True
460142,Name_460142,user460142@example.com,2019-08-19,3473.92,D,False
460143,Name_460143,user460143@example.com,2021-10-27,8467.96,D,True
460144,Name_460144,user460144@example.com,2019-11-17,5577.83,D,False
460145,Name_460145,user460145@example.com,2018-11-29,4986.06,A,True
460146,Name_460146,user460146@example.com,2019-09-19,6311.88,C,True
460147,Name_460147,user460147@example.com,2024-01-15,1725.72,B,False
460148,Name_460148,user460148@example.com,2021-11-21,792.72,B,True
460149,Name_460149,user460149@example.com,2019-01-10,7346.71,B,True
460150,Name_460150,user460150@example.com,2018-01-17,9877.84,A,True
460151,Name_460151,user460151@example.com,2020-03-16,5699.39,A,False
460152,Name_460152,user460152@example.com,2018-10-22,6231.34,C,True
460153,Name_460153,user460153@example.com,2024-09-23,7411.74,B,True
460154,Name_460154,user460154@example.com,2022-12-09,3355.45,C,True
460155,Name_460155,user460155@example.com,2025-06-08,3989.61,A,False
460156,Name_460156,user460156@example.com,2020-10-18,4455.07,B,True
460157,Name_460157,user460157@example.com,2020-11-09,5726.24,B,True
460158,Name_460158,user460158@example.com,2020-05-07,2662.02,E,True
460159,Name_460159,user460159@example.com,2020-04-28,1777.57,B,True
460160,Name_460160,user460160@example.com,2020-08-01,9639.89,B,True
460161,Name_460161,user460161@example.com,2025-10-14,5793.84,D,False
460162,Name_460162,user460162@example.com,2024-06-27,8180.6,B,True
460163,Name_460163,user460163@example.com,2022-05-22,5055.23,E,True
460164,Name_460164,user460164@example.com,2022-06-24,4993.51,D,True
460165,Name_460165,user460165@example.com,2024-09-18,5227.75,A,True
460166,Name_460166,user460166@example.com,2024-12-23,4005.35,E,True
460167,Name_460167,user460167@example.com,2023-05-30,5702.57,C,True
460168,Name_460168,user460168@example.com,2025-03-09,9073.24,E,True
460169,Name_460169,user460169@example.com,2020-08-16,3748.87,C,True
460170,Name_460170,user460170@example.com,2021-03-12,1667.27,E,True
460171,Name_460171,user460171@example.com,2018-09-06,8703.69,E,True
460172,Name_460172,user460172@example.com,2022-05-04,3441.27,A,True
460173,Name_460173,user460173@example.com,2025-10-10,6133.18,A,True
460174,Name_460174,user460174@example.com,2023-01-30,503.43,B,True
460175,Name_460175,user460175@example.com,2020-02-21,2388.57,A,True
460176,Name_460176,user460176@example.com,2019-09-24,4608.65,A,True
460177,Name_460177,user460177@example.com,2024-03-04,5246.59,B,False
460178,Name_460178,user460178@example.com,2018-01-23,9151.74,C,True
460179,Name_460179,user460179@example.com,2018-03-15,3921.72,D,False
460180,Name_460180,user460180@example.com,2023-12-02,9857.01,C,True
460181,Name_460181,user460181@example.com,2022-09-30,5991.04,E,True
460182,Name_460182,user460182@example.com,2020-06-15,4054.98,C,True
460183,Name_460183,user460183@example.com,2023-07-30,5376.67,C,True
460184,Name_460184,user460184@example.com,2022-01-08,5892.64,B,True
460185,Name_460185,user460185@example.com,2021-05-25,3517.34,B,True
460186,Name_460186,user460186@example.com,2020-10-27,8269.9,C,True
460187,Name_460187,user460187@example.com,2018-10-25,4388.91,C,False
460188,Name_460188,user460188@example.com,2023-02-16,1475.24,B,True
460189,Name_460189,user460189@example.com,2021-01-13,4026.17,C,True
460190,Name_460190,user460190@example.com,2022-09-26,9132.57,B,False
460191,Name_460191,user460191@example.com,2020-07-05,5423.83,C,True
460192,Name_460192,user460192@example.com,2020-06-29,9240.44,E,True
460193,Name_460193,user460193@example.com,2025-08-16,8635.68,A,True
460194,Name_460194,user460194@example.com,2023-11-24,8476.29,A,True
460195,Name_460195,user460195@example.com,2024-09-16,6618.83,E,True
460196,Name_460196,user460196@example.com,2019-01-06,345.83,E,True
460197,Name_460197,user460197@example.com,2020-04-26,6904.73,D,False
460198,Name_460198,user460198@example.com,2019-07-23,8293.01,C,True
460199,Name_460199,user460199@example.com,2022-02-26,7624.4,B,True
460200,Name_460200,user460200@example.com,2018-04-29,6082.15,D,False
460201,Name_460201,user460201@example.com,2025-08-08,9869.73,B,True
460202,Name_460202,user460202@example.com,2021-02-01,1322.74,B,True
460203,Name_460203,user460203@example.com,2023-04-18,6217.55,E,True
