id,name,email,signup_date,amount,category,activ
240001,Name_240001,user240001@example.com,2020-07-25,7142.97,C,True
240002,Name_240002,user240002@example.com,2018-06-15,2692.34,E,True
240003,Name_240003,user240003@example.com,2022-10-27,6514.87,D,True
240004,Name_240004,user240004@example.com,2018-06-03,91.22,B,False
240005,Name_240005,user240005@example.com,2020-12-10,6922.98,A,False
240006,Name_240006,user240006@example.com,2020-05-18,3791.93,D,True
240007,Name_240007,user240007@example.com,2021-02-03,9537.18,B,True
240008,Name_240008,user240008@example.com,2023-07-07,1779.96,E,True
240009,Name_240009,user240009@example.com,2020-07-16,7171.92,E,True
240010,Name_240010,user240010@example.com,2018-09-17,6890.87,B,False
240011,Name_240011,user240011@example.com,2019-11-07,8663.98,D,True
240012,Name_240012,user240012@example.com,2023-06-01,3402.25,B,False
240013,Name_240013,user240013@example.com,2025-11-07,8770.58,A,False
240014,Name_240014,user240014@example.com,2020-10-29,3693.0,E,False
240015,Name_240015,user240015@example.com,2020-03-16,7254.57,D,False
240016,Name_240016,user240016@example.com,2022-10-03,9538.8,A,True
240017,Name_240017,user240017@example.com,2025-08-01,9933.56,D,True
240018,Name_240018,user240018@example.com,2022-06-27,9366.01,D,True
240019,Name_240019,user240019@example.com,2025-10-31,4623.2,B,False
240020,Name_240020,user240020@example.com,2021-02-14,3768.84,B,True
240021,Name_240021,user240021@example.com,2020-06-26,9881.54,D,False
240022,Name_240022,user240022@example.com,2019-09-24,7336.97,D,True
240023,Name_240023,user240023@example.com,2021-03-26,3080.53,C,True
240024,Name_240024,user240024@example.com,2024-03-20,167.7,B,True
240025,Name_240025,user240025@example.com,2025-08-07,3872.98,E,True
240026,Name_240026,user240026@example.com,2021-04-13,8265.44,A,True
240027,Name_240027,user240027@example.com,2023-01-26,4436.2,A,False
240028,Name_240028,user240028@example.com,2018-06-13,1040.97,E,True
240029,Name_240029,user240029@example.com,2020-03-10,9484.58,C,True
240030,Name_240030,user240030@example.com,2019-04-07,4023.92,C,True
240031,Name_240031,user240031@example.com,2025-06-12,2571.57,C,False
240032,Name_240032,user240032@example.com,2021-01-15,4664.18,D,True
240033,Name_240033,user240033@example.com,2025-10-09,4941.65,B,True
240034,Name_240034,user240034@example.com,2024-02-14,5189.59,B,True
240035,Name_240035,user240035@example.com,2020-06-23,2705.41,A,False
240036,Name_240036,user240036@example.com,2025-08-27,6626.74,E,True
240037,Name_240037,user240037@example.com,2022-08-11,6592.94,C,True
240038,Name_240038,user240038@example.com,2019-10-26,5987.47,D,True
240039,Name_240039,user240039@example.com,2021-08-03,8040.38,C,False
240040,Name_240040,user240040@example.com,2019-08-23,8060.84,B,True
240041,Name_240041,user240041@example.com,2020-12-04,2467.18,B,False
240042,Name_240042,user240042@example.com,2019-01-06,9870.56,B,False
240043,Name_240043,user240043@example.com,2021-10-22,3388.79,D,True
240044,Name_240044,user240044@example.com,2024-03-23,5483.64,B,True
240045,Name_240045,user240045@example.com,2020-01-27,3198.69,A,False
240046,Name_240046,user240046@example.com,2024-05-27,1505.98,D,True
240047,Name_240047,user240047@example.com,2025-02-11,480.29,B,False
240048,Name_240048,user240048@example.com,2019-10-13,1162.46,C,True
240049,Name_240049,user240049@example.com,2024-04-09,2507.03,E,True
240050,Name_240050,user240050@example.com,2018-04-16,9006.57,E,True
240051,Name_240051,user240051@example.com,2020-07-26,4910.09,B,True
240052,Name_240052,user240052@example.com,2019-08-16,6013.96,A,True
240053,Name_240053,user240053@example.com,2025-10-23,2605.78,E,True
240054,Name_240054,user240054@example.com,2019-02-24,2960.49,B,True
240055,Name_240055,user240055@example.com,2018-01-20,2357.28,C,False
240056,Name_240056,user240056@example.com,2021-12-08,9942.06,A,True
240057,Name_240057,user240057@example.com,2018-11-02,2283.15,E,True
240058,Name_240058,user240058@example.com,2018-02-04,3479.86,E,True
240059,Name_240059,user240059@example.com,2025-04-02,4217.23,D,True
240060,Name_240060,user240060@example.com,2020-07-18,276.44,B,True
240061,Name_240061,user240061@example.com,2021-08-02,932.16,A,True
240062,Name_240062,user240062@example.com,2024-11-05,4004.27,A,False
240063,Name_240063,user240063@example.com,2020-04-30,9035.88,D,True
240064,Name_240064,user240064@example.com,2020-04-22,3119.32,E,True
240065,Name_240065,user240065@example.com,2020-11-06,207.17,A,True
240066,Name_240066,user240066@example.com,2024-11-26,6329.89,B,False
240067,Name_240067,user240067@example.com,2019-10-25,1462.13,C,True
240068,Name_240068,user240068@example.com,2023-06-03,5188.25,B,True
240069,Name_240069,user240069@example.com,2024-01-03,6412.93,A,True
240070,Name_240070,user240070@example.com,2018-08-02,2678.23,C,True
240071,Name_240071,user240071@example.com,2023-09-02,453.83,A,True
240072,Name_240072,user240072@example.com,2019-06-20,5381.74,D,True
240073,Name_240073,user240073@example.com,2023-01-30,5163.44,A,True
240074,Name_240074,user240074@example.com,2025-07-04,9547.23,B,True
240075,Name_240075,user240075@example.com,2019-04-14,8281.91,A,True
240076,Name_240076,user240076@example.com,2022-07-04,2319.11,C,True
240077,Name_240077,user240077@example.com,2025-01-09,740.3,A,False
240078,Name_240078,user240078@example.com,2023-08-27,3593.57,C,True
240079,Name_240079,user240079@example.com,2018-10-30,534.66,E,False
240080,Name_240080,user240080@example.com,2020-03-11,735.68,A,False
240081,Name_240081,user240081@example.com,2020-12-23,1118.8,E,True
240082,Name_240082,user240082@example.com,2024-02-27,4583.58,C,True
240083,Name_240083,user240083@example.com,2023-07-02,3267.4,E,True
240084,Name_240084,user240084@example.com,2019-01-01,5278.78,E,True
240085,Name_240085,user240085@example.com,2025-05-03,4204.07,C,True
240086,Name_240086,user240086@example.com,2025-09-15,7941.16,E,False
240087,Name_240087,user240087@example.com,2025-05-01,4090.2,D,True
240088,Name_240088,user240088@example.com,2018-02-28,580.06,E,False
240089,Name_240089,user240089@example.com,2023-11-08,5001.51,B,True
240090,Name_240090,user240090@example.com,2019-01-21,53.81,B,False
240091,Name_240091,user240091@example.com,2022-09-30,1960.34,A,True
240092,Name_240092,user240092@example.com,2021-12-27,4074.01,C,True
240093,Name_240093,user240093@example.com,2025-03-05,4138.1,B,True
240094,Name_240094,user240094@example.com,2023-03-22,9497.63,B,False
240095,Name_240095,user240095@example.com,2019-01-22,7586.4,B,True
240096,Name_240096,user240096@example.com,2021-11-12,5054.51,E,False
240097,Name_240097,user240097@example.com,2019-08-18,8738.51,A,True
