id,name,email,signup_date,amount,category,activ
260001,Name_260001,user260001@example.com,2021-04-11,2814.95,D,True
260002,Name_260002,user260002@example.com,2022-09-08,3000.74,E,True
260003,Name_260003,user260003@example.com,2019-12-29,6434.24,E,True
260004,Name_260004,user260004@example.com,2020-08-06,5790.05,B,True
260005,Name_260005,user260005@example.com,2025-10-26,7474.21,B,False
260006,Name_260006,user260006@example.com,2024-04-01,8925.97,B,True
260007,Name_260007,user260007@example.com,2024-04-18,6307.18,E,True
260008,Name_260008,user260008@example.com,2021-07-26,6958.87,C,True
260009,Name_260009,user260009@example.com,2024-01-12,4674.92,D,True
260010,Name_260010,user260010@example.com,2023-10-20,4411.53,E,True
260011,Name_260011,user260011@example.com,2021-10-26,8944.87,C,True
260012,Name_260012,user260012@example.com,2019-03-26,4277.71,A,True
260013,Name_260013,user260013@example.com,2025-04-23,1970.98,C,True
260014,Name_260014,user260014@example.com,2025-05-21,4124.6,D,False
260015,Name_260015,user260015@example.com,2024-12-07,962.52,A,True
260016,Name_260016,user260016@example.com,2021-09-22,2044.29,E,False
260017,Name_260017,user260017@example.com,2020-11-23,6653.57,E,True
260018,Name_260018,user260018@example.com,2020-06-04,3144.79,B,False
260019,Name_260019,user260019@example.com,2025-02-18,8489.46,D,False
260020,Name_260020,user260020@example.com,2019-02-06,3693.77,E,True
260021,Name_260021,user260021@example.com,2019-05-08,520.44,B,True
260022,Name_260022,user260022@example.com,2018-01-01,7639.72,E,True
260023,Name_260023,user260023@example.com,2024-01-10,8785.83,C,True
260024,Name_260024,user260024@example.com,2022-01-03,8955.22,B,False
260025,Name_260025,user260025@example.com,2023-12-23,8736.0,D,False
260026,Name_260026,user260026@example.com,2018-12-11,5456.76,A,False
260027,Name_260027,user260027@example.com,2025-07-14,1470.94,B,True
260028,Name_260028,user260028@example.com,2020-11-02,8832.83,B,False
260029,Name_260029,user260029@example.com,2020-05-13,423.62,C,False
260030,Name_260030,user260030@example.com,2024-08-30,4301.7,C,False
260031,Name_260031,user260031@example.com,2022-04-08,5677.76,B,True
260032,Name_260032,user260032@example.com,2019-10-05,9598.51,A,True
260033,Name_260033,user260033@example.com,2018-04-12,4374.27,E,True
260034,Name_260034,user260034@example.com,2021-08-04,8911.68,C,True
260035,Name_260035,user260035@example.com,2018-09-12,2148.93,D,True
260036,Name_260036,user260036@example.com,2020-12-21,7296.95,A,True
260037,Name_260037,user260037@example.com,2020-03-04,7450.68,E,True
260038,Name_260038,user260038@example.com,2024-09-15,1087.2,B,True
260039,Name_260039,user260039@example.com,2023-04-23,7148.63,E,False
260040,Name_260040,user260040@example.com,2025-09-01,9798.39,C,False
260041,Name_260041,user260041@example.com,2018-08-26,8525.6,C,True
260042,Name_260042,user260042@example.com,2024-06-04,4822.31,E,True
260043,Name_260043,user260043@example.com,2023-04-09,2819.28,B,False
260044,Name_260044,user260044@example.com,2018-09-02,8828.44,B,True
260045,Name_260045,user260045@example.com,2023-06-10,5349.01,A,True
260046,Name_260046,user260046@example.com,2023-04-16,9981.25,A,True
260047,Name_260047,user260047@example.com,2020-08-14,74.2,C,True
260048,Name_260048,user260048@example.com,2023-10-15,4468.6,D,True
260049,Name_260049,user260049@example.com,2019-05-01,1418.21,B,True
260050,Name_260050,user260050@example.com,2025-10-06,5547.67,C,True
260051,Name_260051,user260051@example.com,2018-06-07,8376.55,D,True
260052,Name_260052,user260052@example.com,2018-04-11,3631.5,A,True
260053,Name_260053,user260053@example.com,2021-05-09,7595.94,E,True
260054,Name_260054,user260054@example.com,2021-05-08,7031.73,D,True
260055,Name_260055,user260055@example.com,2018-03-13,3239.75,A,True
260056,Name_260056,user260056@example.com,2025-03-24,8644.71,A,True
260057,Name_260057,user260057@example.com,2021-01-30,2734.36,D,True
260058,Name_260058,user260058@example.com,2023-07-03,449.97,D,False
260059,Name_260059,user260059@example.com,2024-07-29,1420.11,C,True
260060,Name_260060,user260060@example.com,2024-03-06,8889.57,E,False
260061,Name_260061,user260061@example.com,2023-04-21,7775.88,C,True
260062,Name_260062,user260062@example.com,2023-09-10,4102.15,B,True
260063,Name_260063,user260063@example.com,2021-11-09,4860.59,D,True
260064,Name_260064,user260064@example.com,2025-10-15,1686.91,A,True
260065,Name_260065,user260065@example.com,2021-05-20,7795.61,D,False
260066,Name_260066,user260066@example.com,2020-03-24,4292.11,A,True
260067,Name_260067,user260067@example.com,2020-04-12,1077.27,A,True
260068,Name_260068,user260068@example.com,2018-05-31,1353.09,E,True
260069,Name_260069,user260069@example.com,2019-12-17,3653.4,E,False
260070,Name_260070,user260070@example.com,2020-04-20,2444.25,E,False
260071,Name_260071,user260071@example.com,2019-05-29,7058.95,E,True
