id,name,email,signup_date,amount,category,activ
360001,Name_360001,user360001@example.com,2020-07-30,2078.05,A,True
360002,Name_360002,user360002@example.com,2022-04-13,5245.37,B,True
360003,Name_360003,user360003@example.com,2019-02-21,3820.66,D,True
360004,Name_360004,user360004@example.com,2022-09-20,7498.85,B,False
360005,Name_360005,user360005@example.com,2020-12-06,6726.18,C,False
360006,Name_360006,user360006@example.com,2021-04-29,7161.27,C,False
360007,Name_360007,user360007@example.com,2020-03-01,574.99,A,False
360008,Name_360008,user360008@example.com,2021-10-09,786.82,C,False
360009,Name_360009,user360009@example.com,2019-10-23,786.07,D,False
360010,Name_360010,user360010@example.com,2018-11-30,3609.01,B,True
360011,Name_360011,user360011@example.com,2024-04-26,1593.48,B,True
360012,Name_360012,user360012@example.com,2021-10-03,9094.89,E,True
360013,Name_360013,user360013@example.com,2019-11-22,4803.8,E,False
360014,Name_360014,user360014@example.com,2018-02-11,93.66,B,True
360015,Name_360015,user360015@example.com,2018-11-19,1030.85,D,False
360016,Name_360016,user360016@example.com,2022-12-31,5614.48,D,True
360017,Name_360017,user360017@example.com,2025-08-04,2488.72,A,True
360018,Name_360018,user360018@example.com,2025-07-26,5770.44,E,False
360019,Name_360019,user360019@example.com,2023-03-29,5060.34,C,True
360020,Name_360020,user360020@example.com,2018-09-18,3485.78,C,True
360021,Name_360021,user360021@example.com,2019-12-12,7190.42,E,True
360022,Name_360022,user360022@example.com,2025-11-28,8007.83,C,True
360023,Name_360023,user360023@example.com,2021-06-03,5311.75,A,False
360024,Name_360024,user360024@example.com,2019-08-04,547.9,E,True
360025,Name_360025,user360025@example.com,2024-10-14,8595.73,C,True
360026,Name_360026,user360026@example.com,2023-04-18,1517.63,E,True
360027,Name_360027,user360027@example.com,2020-07-01,5414.39,B,True
360028,Name_360028,user360028@example.com,2019-11-29,9087.71,D,True
360029,Name_360029,user360029@example.com,2023-12-27,6511.64,A,True
360030,Name_360030,user360030@example.com,2019-02-08,5860.91,C,True
360031,Name_360031,user360031@example.com,2022-04-17,7362.86,E,True
360032,Name_360032,user360032@example.com,2020-04-14,8887.24,C,True
360033,Name_360033,user360033@example.com,2024-11-13,6429.26,E,False
360034,Name_360034,user360034@example.com,2021-08-03,9802.66,A,True
360035,Name_360035,user360035@example.com,2018-12-23,7480.86,D,True
360036,Name_360036,user360036@example.com,2018-01-29,4010.81,C,False
360037,Name_360037,user360037@example.com,2021-04-03,2555.99,E,True
360038,Name_360038,user360038@example.com,2024-04-22,8777.74,D,False
360039,Name_360039,user360039@example.com,2019-07-22,1037.62,B,True
360040,Name_360040,user360040@example.com,2023-04-11,5673.87,E,False
360041,Name_360041,user360041@example.com,2023-09-01,2770.66,C,False
360042,Name_360042,user360042@example.com,2023-12-08,6513.42,A,True
360043,Name_360043,user360043@example.com,2023-12-17,1827.59,D,False
360044,Name_360044,user360044@example.com,2023-03-15,7556.35,D,True
360045,Name_360045,user360045@example.com,2022-01-02,1432.39,B,True
360046,Name_360046,user360046@example.com,2018-06-26,3065.13,A,True
360047,Name_360047,user360047@example.com,2023-05-04,400.17,E,False
360048,Name_360048,user360048@example.com,2025-02-09,2226.94,D,False
360049,Name_360049,user360049@example.com,2021-05-30,7698.23,A,True
360050,Name_360050,user360050@example.com,2025-03-02,8405.46,B,True
360051,Name_360051,user360051@example.com,2024-03-18,9492.95,E,False
360052,Name_360052,user360052@example.com,2021-08-01,9540.45,A,True
360053,Name_360053,user360053@example.com,2018-07-10,7867.17,D,False
360054,Name_360054,user360054@example.com,2020-12-01,6147.21,E,True
360055,Name_360055,user360055@example.com,2023-09-18,5121.41,B,True
360056,Name_360056,user360056@example.com,2019-02-14,442.19,B,False
360057,Name_360057,user360057@example.com,2022-02-25,3882.11,E,True
360058,Name_360058,user360058@example.com,2024-01-02,9912.24,B,False
360059,Name_360059,user360059@example.com,2020-09-23,3036.77,E,False
360060,Name_360060,user360060@example.com,2018-03-21,6132.64,E,False
360061,Name_360061,user360061@example.com,2022-09-06,6948.08,A,True
360062,Name_360062,user360062@example.com,2024-06-26,5517.51,E,True
360063,Name_360063,user360063@example.com,2023-01-23,5895.27,B,False
360064,Name_360064,user360064@example.com,2022-12-11,4284.73,C,False
360065,Name_360065,user360065@example.com,2024-08-25,4325.53,B,True
360066,Name_360066,user360066@example.com,2024-01-22,2598.91,A,True
360067,Name_360067,user360067@example.com,2023-03-17,9155.37,D,True
360068,Name_360068,user360068@example.com,2018-02-14,1156.47,E,True
360069,Name_360069,user360069@example.com,2020-05-07,6668.08,A,True
360070,Name_360070,user360070@example.com,2018-06-05,6591.09,E,True
360071,Name_360071,user360071@example.com,2021-08-18,2.42,A,True
360072,Name_360072,user360072@example.com,2025-10-23,5511.72,C,True
360073,Name_360073,user360073@example.com,2023-07-30,303.95,B,True
360074,Name_360074,user360074@example.com,2025-05-10,3767.05,A,False
360075,Name_360075,user360075@example.com,2022-03-26,3202.87,D,False
360076,Name_360076,user360076@example.com,2022-06-20,3607.16,B,True
360077,Name_360077,user360077@example.com,2025-03-30,4915.81,C,False
360078,Name_360078,user360078@example.com,2019-11-15,9159.17,E,True
